n_iter	log10eta	R0	llh
0.0	-1.8	2.3	-28.628225105421258
0.0	-1.6	2.3	-28.70946469243198
0.0	-1.4000000000000001	2.3	-28.806901647983473
0.0	-1.2000000000000002	2.3	-28.591000577951878
0.0	-1.0000000000000002	2.3	-28.655317577440243
1.0	-1.8	2.3	-28.79850204499335
1.0	-1.6	2.3	-29.204332875295044
1.0	-1.4000000000000001	2.3	-28.705692981045544
1.0	-1.2000000000000002	2.3	-28.930242812125638
1.0	-1.0000000000000002	2.3	-28.62919827191469
2.0	-1.8	2.3	-28.80606644609955
2.0	-1.6	2.3	-28.55187439850622
2.0	-1.4000000000000001	2.3	-28.75341963382165
2.0	-1.2000000000000002	2.3	-28.446105918108977
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
